Country,Year,life,population,income,region
Afghanistan,1883,27.36052667,,749.0,South Asia
Afghanistan,1884,27.350279999999998,,751.0,South Asia
Afghanistan,1885,27.34003333,,754.0,South Asia
Afghanistan,1886,27.32978667,,756.0,South Asia
Afghanistan,1887,27.319540000000003,,759.0,South Asia
Afghanistan,1888,27.30929333,,761.0,South Asia
Afghanistan,1889,27.29904667,,764.0,South Asia
Afghanistan,1890,27.2888,4710171,767.0,South Asia
Afghanistan,1891,27.27855333,,769.0,South Asia
Afghanistan,1892,27.26830667,,772.0,South Asia
Afghanistan,1893,27.258059999999997,,774.0,South Asia
Afghanistan,1894,27.24781333,,777.0,South Asia
Afghanistan,1895,27.23756667,,780.0,South Asia
Afghanistan,1896,27.227320000000002,,782.0,South Asia
Afghanistan,1897,27.21707333,,785.0,South Asia
Afghanistan,1898,27.20682667,,788.0,South Asia
Afghanistan,1899,27.196579999999997,,790.0,South Asia
Afghanistan,1900,27.18633333,5021241,793.0,South Asia
Afghanistan,1901,27.17608667,,796.0,South Asia
Afghanistan,1902,27.165840000000003,,798.0,South Asia
Afghanistan,1903,27.15559333,,801.0,South Asia
Afghanistan,1904,27.14534667,,804.0,South Asia
Afghanistan,1905,27.1351,,807.0,South Asia
Afghanistan,1906,27.12485333,,809.0,South Asia
Afghanistan,1907,27.11460667,,812.0,South Asia
Afghanistan,1908,27.104359999999996,,815.0,South Asia
Afghanistan,1909,27.09411333,,818.0,South Asia
Afghanistan,1910,27.08386667,5351413,820.0,South Asia
Afghanistan,1911,27.073620000000002,,823.0,South Asia
Afghanistan,1912,27.06337333,,826.0,South Asia
Afghanistan,1913,27.05312667,,829.0,South Asia
Afghanistan,1914,27.04288,,833.0,South Asia
Afghanistan,1915,27.03263333,,837.0,South Asia
Afghanistan,1916,27.02238667,,841.0,South Asia
Afghanistan,1917,27.012140000000002,,845.0,South Asia
Afghanistan,1918,7.04506271,,849.0,South Asia
Afghanistan,1919,26.99164667,,853.0,South Asia
Afghanistan,1920,26.9814,5813814,857.0,South Asia
Afghanistan,1921,27.07389333,,862.0,South Asia
Afghanistan,1922,27.16638667,,868.0,South Asia
Afghanistan,1923,27.258879999999998,,874.0,South Asia
Afghanistan,1924,27.35137333,,879.0,South Asia
Afghanistan,1925,27.44386667,,885.0,South Asia
Afghanistan,1926,27.53636,,890.0,South Asia
Afghanistan,1927,27.62885333,,896.0,South Asia
Afghanistan,1928,27.72134667,,902.0,South Asia
Afghanistan,1929,27.813840000000003,,908.0,South Asia
Afghanistan,1930,27.90633333,6394908,913.0,South Asia
Afghanistan,1931,27.99882667,,919.0,South Asia
Afghanistan,1932,28.09132,,925.0,South Asia
Afghanistan,1933,28.18381333,,931.0,South Asia
Afghanistan,1934,28.27630667,,937.0,South Asia
Afghanistan,1935,28.3688,,943.0,South Asia
Afghanistan,1936,28.46129333,,949.0,South Asia
Afghanistan,1937,28.55378667,,955.0,South Asia
Afghanistan,1938,28.646279999999997,,961.0,South Asia
Afghanistan,1939,28.73877333,,967.0,South Asia
Afghanistan,1940,28.83126667,7034081,973.0,South Asia
Afghanistan,1941,28.923759999999998,,979.0,South Asia
Afghanistan,1942,29.01625333,,985.0,South Asia
Afghanistan,1943,29.10874667,,991.0,South Asia
Afghanistan,1944,29.201240000000002,,997.0,South Asia
Afghanistan,1945,29.29373333,,1004.0,South Asia
Afghanistan,1946,29.38622667,,1010.0,South Asia
Afghanistan,1947,29.478720000000003,,1016.0,South Asia
Afghanistan,1948,29.57121333,,1022.0,South Asia
Afghanistan,1949,29.66370667,,1029.0,South Asia
Afghanistan,1950,29.7562,7752118,1035.0,South Asia
Afghanistan,1951,30.116940000000003,7839426,1050.0,South Asia
Afghanistan,1952,30.73568,7934798,1069.0,South Asia
Afghanistan,1953,31.35442,"8,038,312",1116.0,South Asia
Afghanistan,1954,31.973159999999996,8150037,1122.0,South Asia
Afghanistan,1955,32.5909,8270024,1125.0,South Asia
Afghanistan,1956,33.20964,8398309,1155.0,South Asia
Afghanistan,1957,33.828379999999996,8534913,1134.0,South Asia
Afghanistan,1958,34.44712,8679848,1176.0,South Asia
Afghanistan,1959,35.06586,8833127,1187.0,South Asia
Afghanistan,1960,35.6846,8994793,1206.0,South Asia
Afghanistan,1961,36.303340000000006,9164945,1192.0,South Asia
Afghanistan,1962,36.92308,9343772,1188.0,South Asia
Afghanistan,1963,37.54182,9531555,1185.0,South Asia
Afghanistan,1964,38.15956,9728645,1182.0,South Asia
Afghanistan,1965,38.7753,9935358,1182.0,South Asia
Afghanistan,1966,39.388040000000004,10148841,1168.0,South Asia
Afghanistan,1967,39.99878,10368600,1173.0,South Asia
Afghanistan,1968,40.60552,10599790,1187.0,South Asia
Afghanistan,1969,41.20626,10849510,1178.0,South Asia
Afghanistan,1970,41.8,11121097,1174.0,South Asia
Afghanistan,1971,42.2,11412821,1092.0,South Asia
Afghanistan,1972,42.6,11716896,1046.0,South Asia
Afghanistan,1973,43.0,"12,022,514",1137.0,South Asia
Afghanistan,1974,43.5,12315553,1170.0,South Asia
Afghanistan,1975,44.0,12582954,1201.0,South Asia
Afghanistan,1976,44.5,12831361,1231.0,South Asia
Afghanistan,1977,45.0,13056499,1119.0,South Asia
Afghanistan,1978,44.3,13222547,1179.0,South Asia
Afghanistan,1979,43.5,13283279,1155.0,South Asia
Afghanistan,1980,43.5,13211412,1158.0,South Asia
Afghanistan,1981,44.3,12996923,1284.0,South Asia
Afghanistan,1982,44.2,12667001,1402.0,South Asia
Afghanistan,1983,43.0,12279095,1454.0,South Asia
Afghanistan,1984,41.3,11912510,1429.0,South Asia
Afghanistan,1985,42.8,11630498,1384.0,South Asia
Afghanistan,1986,43.5,11438949,1486.0,South Asia
Afghanistan,1987,45.2,11337932,1230.0,South Asia
Afghanistan,1988,46.9,11375768,1113.0,South Asia
Afghanistan,1989,50.2,11608351,1087.0,South Asia
Afghanistan,1990,50.3,12067570,1028.0,South Asia
Afghanistan,1991,50.2,12789374,1022.0,South Asia
Afghanistan,1992,50.4,13745630,941.0,South Asia
Afghanistan,1993,50.5,14824371,810.0,South Asia
Afghanistan,1994,50.1,15869967,725.0,South Asia
Afghanistan,1995,50.4,16772522,872.0,South Asia
Afghanistan,1996,50.6,17481800,895.0,South Asia
Afghanistan,1997,50.7,18034130,921.0,South Asia
Afghanistan,1998,50.0,18511480,947.0,South Asia
Afghanistan,1999,50.8,19038420,972.0,South Asia
Afghanistan,2000,51.0,19701940,962.0,South Asia
Afghanistan,2001,51.1,20531160,862.0,South Asia
Afghanistan,2002,51.6,21487079,1053.0,South Asia
Afghanistan,2003,52.1,22507368,1097.0,South Asia
Afghanistan,2004,52.5,23499850,1067.0,South Asia
Afghanistan,2005,52.9,24399948,1146.0,South Asia
Afghanistan,2006,53.2,25183615,1173.0,South Asia
Afghanistan,2007,53.6,25877544,1298.0,South Asia
Afghanistan,2008,54.0,26528741,1311.0,South Asia
Afghanistan,2009,54.5,27207291,1548.0,South Asia
Afghanistan,2010,54.8,27962207,1637.0,South Asia
Afghanistan,2011,55.2,28809167,1695.0,South Asia
Afghanistan,2012,55.5,29726803,1893.0,South Asia
Afghanistan,2013,56.2,30682500,1884.0,South Asia
Afghanistan,2014,56.91,31627506,1877.0,South Asia
Afghanistan,2015,57.63,32526562,1925.0,South Asia
Albania,1800,35.4,"410,445",667.0,Europe & Central Asia
Albania,1801,35.4,,667.0,Europe & Central Asia
Albania,1802,35.4,,668.0,Europe & Central Asia
Albania,1803,35.4,,668.0,Europe & Central Asia
Albania,1804,35.4,,668.0,Europe & Central Asia
Albania,1805,35.4,,668.0,Europe & Central Asia
Albania,1806,35.4,,668.0,Europe & Central Asia
Albania,1807,35.4,,668.0,Europe & Central Asia
Albania,1808,35.4,,668.0,Europe & Central Asia
Albania,1809,35.4,,668.0,Europe & Central Asia
Albania,1810,35.4,423591,668.0,Europe & Central Asia
Albania,1811,35.4,,668.0,Europe & Central Asia
Albania,1812,35.4,,669.0,Europe & Central Asia
Albania,1813,35.4,,669.0,Europe & Central Asia
Albania,1814,35.4,,669.0,Europe & Central Asia
Albania,1815,35.4,,669.0,Europe & Central Asia
Albania,1816,35.4,,669.0,Europe & Central Asia
Albania,1817,35.4,,669.0,Europe & Central Asia
Albania,1818,35.4,,669.0,Europe & Central Asia
Albania,1819,35.4,,669.0,Europe & Central Asia
Albania,1820,35.4,438671,669.0,Europe & Central Asia
Albania,1821,35.4,,671.0,Europe & Central Asia
Albania,1822,35.4,,672.0,Europe & Central Asia
Albania,1823,35.4,,674.0,Europe & Central Asia
Albania,1824,35.4,,676.0,Europe & Central Asia
Albania,1825,35.4,,677.0,Europe & Central Asia
Albania,1826,35.4,,679.0,Europe & Central Asia
Albania,1827,35.4,,680.0,Europe & Central Asia
Albania,1828,35.4,,682.0,Europe & Central Asia
Albania,1829,35.4,,683.0,Europe & Central Asia
Albania,1830,35.4,457234,685.0,Europe & Central Asia
Albania,1831,35.4,,686.0,Europe & Central Asia
Albania,1832,35.4,,688.0,Europe & Central Asia
Albania,1833,35.4,,689.0,Europe & Central Asia
Albania,1834,35.4,,691.0,Europe & Central Asia
Albania,1835,35.4,,693.0,Europe & Central Asia
Albania,1836,35.4,,694.0,Europe & Central Asia
Albania,1837,35.4,,696.0,Europe & Central Asia
Albania,1838,35.4,,697.0,Europe & Central Asia
Albania,1839,35.4,,699.0,Europe & Central Asia
Albania,1840,35.4,478227,701.0,Europe & Central Asia
Albania,1841,35.4,,702.0,Europe & Central Asia
Albania,1842,35.4,,704.0,Europe & Central Asia
Albania,1843,35.4,,705.0,Europe & Central Asia
Albania,1844,35.4,,707.0,Europe & Central Asia
Albania,1845,35.4,,709.0,Europe & Central Asia
Albania,1846,35.4,,710.0,Europe & Central Asia
Albania,1847,35.4,,712.0,Europe & Central Asia
Albania,1848,35.4,,713.0,Europe & Central Asia
Albania,1849,35.4,,715.0,Europe & Central Asia
Albania,1850,35.4,506889,717.0,Europe & Central Asia
Albania,1851,35.4,,718.0,Europe & Central Asia
Albania,1852,35.4,,720.0,Europe & Central Asia
Albania,1853,35.4,,722.0,Europe & Central Asia
Albania,1854,35.4,,723.0,Europe & Central Asia
Albania,1855,35.4,,725.0,Europe & Central Asia
Albania,1856,35.4,,727.0,Europe & Central Asia
Albania,1857,35.4,,728.0,Europe & Central Asia
Albania,1858,35.4,,730.0,Europe & Central Asia
Albania,1859,35.4,,731.0,Europe & Central Asia
Albania,1860,35.4,552800,733.0,Europe & Central Asia
Albania,1861,35.4,,735.0,Europe & Central Asia
Albania,1862,35.4,,736.0,Europe & Central Asia
Albania,1863,35.4,,738.0,Europe & Central Asia
Albania,1864,35.4,,740.0,Europe & Central Asia
Albania,1865,35.4,,742.0,Europe & Central Asia
Albania,1866,35.4,,743.0,Europe & Central Asia
Albania,1867,35.4,,745.0,Europe & Central Asia
Albania,1868,35.4,,747.0,Europe & Central Asia
Albania,1869,35.4,,748.0,Europe & Central Asia
Albania,1870,35.4,610036,750.0,Europe & Central Asia
Albania,1871,35.4,,761.0,Europe & Central Asia
Albania,1872,35.4,,773.0,Europe & Central Asia
Albania,1873,35.4,,784.0,Europe & Central Asia
Albania,1874,35.4,,796.0,Europe & Central Asia
Albania,1875,35.4,,808.0,Europe & Central Asia
Albania,1876,35.4,,820.0,Europe & Central Asia
Albania,1877,35.4,,832.0,Europe & Central Asia
Albania,1878,35.4,,844.0,Europe & Central Asia
Albania,1879,35.4,,857.0,Europe & Central Asia
Albania,1880,35.4,672544,870.0,Europe & Central Asia
Albania,1881,35.4,,882.0,Europe & Central Asia
Albania,1882,35.4,,896.0,Europe & Central Asia
Albania,1883,35.4,,909.0,Europe & Central Asia
Albania,1884,35.4,,922.0,Europe & Central Asia
Albania,1885,35.4,,936.0,Europe & Central Asia
Albania,1886,35.4,,950.0,Europe & Central Asia
Albania,1887,35.4,,964.0,Europe & Central Asia
Albania,1888,35.4,,979.0,Europe & Central Asia
Albania,1889,35.4,,993.0,Europe & Central Asia
Albania,1890,35.4,741688,1008.0,Europe & Central Asia
Albania,1891,35.4,,1022.0,Europe & Central Asia
Albania,1892,35.4,,1036.0,Europe & Central Asia
Albania,1893,35.4,,1051.0,Europe & Central Asia
Albania,1894,35.4,,1065.0,Europe & Central Asia
Albania,1895,35.4,,1080.0,Europe & Central Asia
Albania,1896,35.4,,1095.0,Europe & Central Asia
Albania,1897,35.4,,1110.0,Europe & Central Asia
Albania,1898,35.4,,1125.0,Europe & Central Asia
Albania,1899,35.4,,1141.0,Europe & Central Asia
Albania,1900,35.4,819950,1157.0,Europe & Central Asia
Albania,1901,35.4,,1172.0,Europe & Central Asia
Albania,1902,35.4,,1188.0,Europe & Central Asia
Albania,1903,35.4,,1203.0,Europe & Central Asia
Albania,1904,35.4,,1219.0,Europe & Central Asia
Albania,1905,35.4,,1236.0,Europe & Central Asia
Albania,1906,35.4,,1252.0,Europe & Central Asia
Albania,1907,35.4,,1269.0,Europe & Central Asia
Albania,1908,35.4,,1285.0,Europe & Central Asia
Albania,1909,35.4,,1302.0,Europe & Central Asia
Albania,1910,35.4,901122,1320.0,Europe & Central Asia
Albania,1911,35.4,,1342.0,Europe & Central Asia
Albania,1912,35.4,,1365.0,Europe & Central Asia
Albania,1913,35.4,,1389.0,Europe & Central Asia
Albania,1914,35.4,,1406.0,Europe & Central Asia
Albania,1915,35.4,,1424.0,Europe & Central Asia
Albania,1916,35.4,,1442.0,Europe & Central Asia
Albania,1917,35.4,,1460.0,Europe & Central Asia
Albania,1918,19.42793192,,1479.0,Europe & Central Asia
Albania,1919,35.4,,1498.0,Europe & Central Asia
Albania,1920,35.4,963956,1516.0,Europe & Central Asia
Albania,1921,35.39504,,1535.0,Europe & Central Asia
Albania,1922,35.39008,,1554.0,Europe & Central Asia
Albania,1923,35.38512,,1572.0,Europe & Central Asia
Albania,1924,35.38016,,1591.0,Europe & Central Asia
Albania,1925,35.3752,,1610.0,Europe & Central Asia
Albania,1926,35.37024,,1629.0,Europe & Central Asia
Albania,1927,35.36528,,1647.0,Europe & Central Asia
Albania,1928,35.36032,,1666.0,Europe & Central Asia
Albania,1929,35.35536,,1685.0,Europe & Central Asia
Albania,1930,36.24520952,1015991,1696.0,Europe & Central Asia
Albania,1931,37.13505905,,1707.0,Europe & Central Asia
Albania,1932,38.02490857,,1717.0,Europe & Central Asia
Albania,1933,38.9147581,,1728.0,Europe & Central Asia
Albania,1934,39.80460762,,1738.0,Europe & Central Asia
Albania,1935,40.69445714,,1748.0,Europe & Central Asia
Albania,1936,41.58430667,,1758.0,Europe & Central Asia
Albania,1937,42.47415619,,1768.0,Europe & Central Asia
Albania,1938,43.36400571,,1778.0,Europe & Central Asia
Albania,1939,42.90576,,1788.0,Europe & Central Asia
Albania,1940,41.9008,1123210,1797.0,Europe & Central Asia
Albania,1941,41.39584,,1807.0,Europe & Central Asia
Albania,1942,39.890879999999996,,1816.0,Europe & Central Asia
Albania,1943,36.88592,,1825.0,Europe & Central Asia
Albania,1944,33.880959999999995,,1834.0,Europe & Central Asia
Albania,1945,46.876000000000005,,1842.0,Europe & Central Asia
Albania,1946,49.87104,,1851.0,Europe & Central Asia
Albania,1947,51.37265143,,1859.0,Europe & Central Asia
Albania,1948,52.26250095,,1867.0,Europe & Central Asia
Albania,1949,53.15235048,,1875.0,Europe & Central Asia
Albania,1950,54.0422,1263171,1883.0,Europe & Central Asia
Albania,1951,54.24524,1287499,1965.0,Europe & Central Asia
Albania,1952,54.71728,1316086,1968.0,Europe & Central Asia
Albania,1953,55.30732,"1,348,097",2048.0,Europe & Central Asia
Albania,1954,56.01536,1382881,2108.0,Europe & Central Asia
Albania,1955,56.8384,1419969,2222.0,Europe & Central Asia
Albania,1956,57.768440000000005,1459089,2244.0,Europe & Central Asia
Albania,1957,58.792480000000005,1500152,2387.0,Europe & Central Asia
Albania,1958,59.884519999999995,1543224,2493.0,Europe & Central Asia
Albania,1959,61.002559999999995,1588478,2594.0,Europe & Central Asia
Albania,1960,62.0946,1636054,2724.0,Europe & Central Asia
Albania,1961,63.10964,1685901,2744.0,Europe & Central Asia
Albania,1962,63.993680000000005,1737645,2832.0,Europe & Central Asia
Albania,1963,64.71271999999999,1790533,2926.0,Europe & Central Asia
Albania,1964,65.25676,1843596,3023.0,Europe & Central Asia
Albania,1965,65.6398,1896125,3129.0,Europe & Central Asia
Albania,1966,65.89384,1947786,3242.0,Europe & Central Asia
Albania,1967,66.08288,1998695,3359.0,Europe & Central Asia
Albania,1968,66.26191999999999,2049147,3475.0,Europe & Central Asia
Albania,1969,66.45896,2099657,3587.0,Europe & Central Asia
Albania,1970,66.7,2150602,3712.0,Europe & Central Asia
Albania,1971,67.1,2202040,3849.0,Europe & Central Asia
Albania,1972,67.5,2253842,3988.0,Europe & Central Asia
Albania,1973,68.0,"2,305,999",4174.0,Europe & Central Asia
Albania,1974,68.6,2358467,4177.0,Europe & Central Asia
Albania,1975,69.1,2411229,4178.0,Europe & Central Asia
Albania,1976,69.5,2464338,4182.0,Europe & Central Asia
Albania,1977,70.0,2517869,4188.0,Europe & Central Asia
Albania,1978,70.4,2571845,4194.0,Europe & Central Asia
Albania,1979,70.7,2626290,4201.0,Europe & Central Asia
Albania,1980,70.9,2681245,4218.0,Europe & Central Asia
Albania,1981,71.0,2735329,4227.0,Europe & Central Asia
Albania,1982,71.0,2788315,4237.0,Europe & Central Asia
Albania,1983,71.0,2842620,4248.0,Europe & Central Asia
Albania,1984,71.5,2901590,4259.0,Europe & Central Asia
Albania,1985,72.2,2966799,4267.0,Europe & Central Asia
Albania,1986,72.7,3041003,4281.0,Europe & Central Asia
Albania,1987,73.0,3121336,4294.0,Europe & Central Asia
Albania,1988,73.2,3197064,4307.0,Europe & Central Asia
Albania,1989,73.4,3253659,4325.0,Europe & Central Asia
Albania,1990,73.5,3281453,4350.0,Europe & Central Asia
Albania,1991,73.4,3275438,3081.0,Europe & Central Asia
Albania,1992,73.4,3240613,2877.0,Europe & Central Asia
Albania,1993,73.4,3189623,3172.0,Europe & Central Asia
Albania,1994,73.6,3140634,3457.0,Europe & Central Asia
Albania,1995,73.8,3106727,3941.0,Europe & Central Asia
Albania,1996,73.9,3092034,4326.0,Europe & Central Asia
Albania,1997,73.9,3092471,3909.0,Europe & Central Asia
Albania,1998,73.8,3102898,4434.0,Europe & Central Asia
Albania,1999,74.0,3114851,4912.0,Europe & Central Asia
Albania,2000,74.2,3121965,5305.0,Europe & Central Asia
Albania,2001,74.4,3124093,5730.0,Europe & Central Asia
Albania,2002,74.5,3123112,5913.0,Europe & Central Asia
Albania,2003,74.4,"3,117,045",6274.0,Europe & Central Asia
Albania,2004,74.4,3103758,6672.0,Europe & Central Asia
Albania,2005,74.4,3082172,7075.0,Europe & Central Asia
Albania,2006,74.5,3050741,7476.0,Europe & Central Asia
Albania,2007,74.7,3010849,7977.0,Europe & Central Asia
Albania,2008,74.9,2968026,8644.0,Europe & Central Asia
Albania,2009,75.0,2929886,8994.0,Europe & Central Asia
Albania,2010,75.2,2901883,9374.0,Europe & Central Asia
Albania,2011,75.5,2886010,9640.0,Europe & Central Asia
Albania,2012,75.7,2880667,9811.0,Europe & Central Asia
Albania,2013,75.8,2883281,9961.0,Europe & Central Asia
Albania,2014,75.9,2889676,10160.0,Europe & Central Asia
Albania,2015,76.0,2896679,10620.0,Europe & Central Asia
Algeria,1800,28.8224,"2,503,218",716.0,Middle East & North Africa
Algeria,1801,28.8224,,716.0,Middle East & North Africa
Algeria,1802,28.8224,,717.0,Middle East & North Africa
Algeria,1803,28.8224,,718.0,Middle East & North Africa
Algeria,1804,28.8224,,719.0,Middle East & North Africa
Algeria,1805,28.8224,,720.0,Middle East & North Africa
Algeria,1806,28.8224,,721.0,Middle East & North Africa
Algeria,1807,28.8224,,722.0,Middle East & North Africa
Algeria,1808,28.8224,,723.0,Middle East & North Africa
Algeria,1809,28.8224,,724.0,Middle East & North Africa
Algeria,1810,28.8224,2595056,725.0,Middle East & North Africa
Algeria,1811,28.8224,,726.0,Middle East & North Africa
Algeria,1812,28.8224,,727.0,Middle East & North Africa
Algeria,1813,28.8224,,728.0,Middle East & North Africa
Algeria,1814,28.8224,,729.0,Middle East & North Africa
Algeria,1815,28.8224,,730.0,Middle East & North Africa
Algeria,1816,28.8224,,731.0,Middle East & North Africa
Algeria,1817,28.8224,,732.0,Middle East & North Africa
Algeria,1818,28.8224,,733.0,Middle East & North Africa
Algeria,1819,28.8224,,734.0,Middle East & North Africa
Algeria,1820,28.8224,2713079,735.0,Middle East & North Africa
Algeria,1821,28.8224,,743.0,Middle East & North Africa
Algeria,1822,28.8224,,751.0,Middle East & North Africa
Algeria,1823,28.8224,,759.0,Middle East & North Africa
Algeria,1824,28.8224,,768.0,Middle East & North Africa
Algeria,1825,28.8224,,776.0,Middle East & North Africa
Algeria,1826,28.8224,,784.0,Middle East & North Africa
Algeria,1827,28.8224,,793.0,Middle East & North Africa
Algeria,1828,28.8224,,802.0,Middle East & North Africa
Algeria,1829,28.8224,,810.0,Middle East & North Africa
Algeria,1830,28.8224,2880355,819.0,Middle East & North Africa
Algeria,1831,28.8224,,828.0,Middle East & North Africa
Algeria,1832,28.8224,,837.0,Middle East & North Africa
Algeria,1833,28.8224,,846.0,Middle East & North Africa
Algeria,1834,28.8224,,855.0,Middle East & North Africa
Algeria,1835,28.8224,,865.0,Middle East & North Africa
Algeria,1836,28.8224,,874.0,Middle East & North Africa
Algeria,1837,28.8224,,884.0,Middle East & North Africa
Algeria,1838,28.8224,,893.0,Middle East & North Africa
Algeria,1839,28.8224,,903.0,Middle East & North Africa
Algeria,1840,28.8224,3082721,913.0,Middle East & North Africa
Algeria,1841,28.8224,,923.0,Middle East & North Africa
Algeria,1842,28.8224,,933.0,Middle East & North Africa
Algeria,1843,28.8224,,943.0,Middle East & North Africa
Algeria,1844,28.8224,,953.0,Middle East & North Africa
Algeria,1845,28.8224,,964.0,Middle East & North Africa
Algeria,1846,28.8224,,974.0,Middle East & North Africa
Algeria,1847,28.8224,,985.0,Middle East & North Africa
Algeria,1848,28.8224,,996.0,Middle East & North Africa
Algeria,1849,20.0,,1007.0,Middle East & North Africa
Algeria,1850,15.0,3299305,1017.0,Middle East & North Africa
Algeria,1851,22.0,,1029.0,Middle East & North Africa
Algeria,1852,28.8224,,1040.0,Middle East & North Africa
Algeria,1853,28.8224,,1051.0,Middle East & North Africa
Algeria,1854,28.8224,,1063.0,Middle East & North Africa
Algeria,1855,28.8224,,1074.0,Middle East & North Africa
Algeria,1856,28.8224,,1086.0,Middle East & North Africa
Algeria,1857,28.8224,,1098.0,Middle East & North Africa
Algeria,1858,28.8224,,1110.0,Middle East & North Africa
Algeria,1859,28.8224,,1122.0,Middle East & North Africa
Algeria,1860,28.8224,3536468,1134.0,Middle East & North Africa
Algeria,1861,28.8224,,1146.0,Middle East & North Africa
Algeria,1862,28.8224,,1159.0,Middle East & North Africa
Algeria,1863,28.8224,,1172.0,Middle East & North Africa
Algeria,1864,28.8224,,1184.0,Middle East & North Africa
Algeria,1865,28.8224,,1197.0,Middle East & North Africa
Algeria,1866,28.8224,,1210.0,Middle East & North Africa
Algeria,1867,21.0,,1223.0,Middle East & North Africa
Algeria,1868,11.0,,1237.0,Middle East & North Africa
Algeria,1869,15.0,,1250.0,Middle East & North Africa
Algeria,1870,22.0,3811028,1264.0,Middle East & North Africa
